type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[78.47340000000001, 27.464247]",Uttar Pradesh,AWG,Awa Garh,NCR,"Awagarh, Uttar Pradesh",
Feature,Point,"[83.67465299999999, 25.632101000000002]",Uttar Pradesh,SBK,SHAHBAZ KULI,NER,"Shahbaz Quli, Uttar Pradesh",
Feature,Point,"[80.32212448269999, 13.218195717099999]",,ENR,ENNORE,,,
Feature,Point,"[79.983464, 14.444474999999999]",,NLS,NELLORE SOUTH,,,
Feature,Point,"[71.679671, 21.077372]",Gujarat,AVL,AMRITVEL,WR,"Amrutwel Rd, Gujarat",
Feature,Point,"[79.989383, 14.460592]",,NLR,NELLORE,,,
Feature,,,Maharashtra,BGR,Bhagdara,CR,"Bhagdara, Maharashtra",
Feature,Point,"[86.51904643, 23.44693617]",West Bengal,BGA,BAGALIA,SER,"Purulia, West Bengal",
Feature,Point,"[86.72660900000001, 23.548271]",West Bengal,BERO,BERO,SER,"Purulia, West Bengal",
Feature,,,,XX-MEJB,XX-MEJB,,,
Feature,,,Bihar,BHHT,Barhara,?,"Barhara, Bihar",
Feature,Point,"[78.037941, 11.580796]",,DVBH,MAKUDAN VIRAPANDI BLOCK HUT,,,
Feature,Point,"[77.72667899999999, 13.299092]",Karnataka,AVT,Avati,SWR,"Avati, Karnataka",
Feature,,,,XX-KJMB,XX-KJMB,,,
Feature,,,Gujarat,BHOJ,Bhoj Padra,WR,"Vadodara Jambusar, Gujarat",
Feature,Point,"[80.324566, 22.438916000000003]",Madhya Pradesh,BIV,Bamhani Banjur,SECR,"Bamhani, Madhya Pradesh",
Feature,Point,"[88.19469228000001, 22.49310248]",West Bengal,BGB,Budge Budge,ER,"Kolkata, West Bengal",
Feature,,,,BHRD,Baghara Road,SER,,
Feature,,,,DDBC,DDBC,,,
Feature,Point,"[86.431195, 25.461085]",Bihar,UMNR,UMESHNAGAR,ECR,"National Highway 31, Bihar",
Feature,,,Bihar,BHWR,Bhitiharwa Ashram,ECR,"Pashchim Champaran, Bihar",
Feature,Point,"[87.98253549799999, 24.6355270351]",Bihar,BDBP,BASUDEBPUR,ER,"Basudebpur, Bihar",
Feature,Point,"[71.43486, 22.676562]",Gujarat,MOL,MULI ROAD,WR,"Surendranagar, Gujarat",
Feature,Point,"[91.613927, 26.099339999999998]",Assam,AZA,AZARA,NFR,"Guwahati, Assam",
Feature,Point,"[76.56637599999999, 14.250321000000001]",Karnataka,BAHI,Balenahalli,SWR,"State Highway 48, Karnataka",
Feature,Point,"[77.29116829590001, 29.218093878]",Uttar Pradesh,BDHP,BHUDPUR,NR,"State Highway 57, Uttar Pradesh",
Feature,Point,"[79.320694, 26.734186]",,SHW,SAMHON,,,
Feature,Point,"[79.4794183441, 26.6666191003]",,PATA,PATA,,,
Feature,Point,"[79.634896, 26.596933]",,PJY,PARA JANI HALT,,,
Feature,Point,"[79.908216, 26.485377]",,RURA,RURA,,,
Feature,Point,"[80.12429014, 26.46811536]",,BPU,BHAUPUR,,,
Feature,Point,"[80.350966, 26.454240000000002]",,CNB,KANPUR CENTRAL,,,
Feature,Point,"[80.40654599999999, 26.381159999999998]",,CHK,CHAKERI,,,
Feature,Point,"[80.462852, 26.297301]",,SSL,SIRSAUL,,,
Feature,Point,"[80.8532993597, 25.8911534211]",,RAMA,RAMVA,,,
Feature,Point,"[84.61057, 27.333596]",Bihar,BKF,Bhikhna Thori,ECR,"WestChamparan, Bihar",
Feature,Point,"[88.387421, 22.482615000000003]",West Bengal,BGJT,Bagha Jatin,ER,"Kolkata, West Bengal",
Feature,Point,"[86.013166, 21.042219]",Orissa,BGPL,Baghuapal,ECoR,"Orissa, Orissa",
Feature,Point,"[85.5390747, 25.206116]",Bihar,BEHS,Bihar Sharif,ECR,"06112-222306, Bihar",
Feature,Point,"[92.54106045, 24.19545969]",Mizoram,BHRB,Bhairabi,?,"Kolasib, Mizoram",
Feature,Point,"[73.896516228, 29.1741168151]",Rajasthan,BDWL,BIRADHWAL,NWR,"National Highway 15, Rajasthan",
Feature,Point,"[73.010639, 26.222963]",Rajasthan,BANE,BASNI,NWR,"Jodhpur, Rajasthan",
Feature,Point,"[92.689054, 24.9628178]",Assam,BHZ,BIHARA,NFR,"K Rd, Assam",
Feature,Point,"[79.5003221, 28.777391]",Uttar Pradesh,BHI,BAHERI,NER,"SH 37, Uttar Pradesh",
Feature,Point,"[86.5871439, 25.553762900000002]",Bihar,BHB,BADLA GHAT,ECR,"Bihar, Bihar",
Feature,Point,"[74.65305889999999, 25.931003]",Rajasthan,BJNR,BIJAINAGAR,NWR,"Bijainagar, Rajasthan",
Feature,Point,"[81.018663, 24.555903]",Madhya Pradesh,BGHI,BAGAHAI ROAD,WCR,"Baghai Road, Madhya Pradesh",
Feature,Point,"[70.295846, 21.361072999999998]",Gujarat,BDDR,BADODAR,WR,"National Highway 8D, Gujarat",
Feature,Point,"[88.55125199999999, 23.2358754]",West Bengal,BIJ,Birnagar,ER,"Birnagar, West Bengal",
Feature,Point,"[78.14680469999999, 29.3856298]",Uttar Pradesh,BJO,BIJNOR,NR,"Bijnor, Uttar Pradesh",
Feature,Point,"[88.4287921, 23.181967399999998]",West Bengal,BHLA,BEHULA,ER,"Behula, West Bengal",
Feature,Point,"[79.254263, 28.865600999999998]",Uttar Pradesh,BLQR,BILASPUR ROAD,NER,"Rampur, Uttar Pradesh",
Feature,Point,"[87.0100837976, 24.9206004744]",Bihar,BHLE,Barahat,ER,"State Highway 19, Bihar",
Feature,Point,"[88.4525522, 23.1215453]",West Bengal,BGAE,BALAGARH,ER,"Balagarh, West Bengal",
Feature,Point,"[82.1189461, 23.250338600000003]",Madhya Pradesh,BJRI,BIJURI,SECR,"Shahdol, Madhya Pradesh",
Feature,Point,"[69.2803623, 22.0881542]",Gujarat,BHTA,BHATIYA,WR,"National Highway 8E, Gujarat",
Feature,Point,"[85.87557819999999, 23.7851503]",,BKRO,BOKARO THERMAL,ECR,,
Feature,Point,"[79.354918, 21.241422]",,CHCR,CHACHER,,,
Feature,Point,"[80.42759080629999, 21.3221098696]",,DNL,DHANOLI,,,
Feature,Point,"[87.01226592063904, 26.35666473117378]",Bihar,LLP,Lalitgram,ECR,"Lalitgram, Bihar",
Feature,Point,"[74.8366330817, 20.3484309504]",,NI,NAYDONGRI,,,
Feature,Point,"[88.342811, 22.583533]",,HJN,HOWRAH JN. CABIN,,,
Feature,Point,"[74.7559997266, 20.307455334]",,PKE,PIMPAR KHED,,,
Feature,Point,"[74.606561, 20.275504]",,PJN,PANJHAN,,,
Feature,Point,"[74.57099, 20.283239000000002]",,HSL,HISVAHAL,,,
Feature,Point,"[74.494903, 20.26527]",,PNV,PANEVADI,,,
Feature,Point,"[74.438305, 20.249887]",,MMR,MANMAD JN,,,
Feature,Point,"[73.485951, 19.674468]",,TGR3,BLOCK AND CATCH SIDING CABINE NO.3,,,
Feature,Point,"[76.861228, 11.990316]",Karnataka,BDGP,BADANAGUPPE,SWR,"SH 57, Karnataka",
Feature,Point,"[73.12974, 19.234716000000002]",,KYN,KALYAN JN,,,
Feature,Point,"[79.538072, 28.200105]",,PMR,PITAMBARPUR,,,
Feature,Point,"[77.457241, 26.93277]",Rajasthan,BIQ,BANSI PAHARPUR,NCR,"Rupbas, Rajasthan",
Feature,Point,"[74.536566, 14.036147999999999]",Karnataka,CTTP,CHITRAPUR HALT,KR,"Uttara Kannada, Karnataka",
Feature,,,Gujarat,BMDI,Brahmanwada,WR,"State Highway 7, Gujarat",
Feature,Point,"[95.277512, 27.164263]",Assam,BFD,BORHAT,NFR,"Nahar Rd, Assam",
Feature,Point,"[74.5095639, 15.8492433]",Karnataka,BGM,BELGAUM,SWR,"Belgaum, Karnataka",
Feature,Point,"[85.27333399999999, 26.738281999999998]",Bihar,BGU,BAIRGANIA,ECR,"Barahwa Pool Rd, Bihar",
Feature,Point,"[74.20154742999999, 28.04769242]",Rajasthan,BGRM,Biggabas Ramsara,NWR,"National Highway 11, Rajasthan",
Feature,Point,"[78.24197815000001, 12.9786413]",Karnataka,BEML,BEML Nagar,SWR,"KGF, Karnataka",
Feature,Point,"[80.922331, 26.983452]",Uttar Pradesh,BKT,BAKSHI KA TALAB,NER,"Bakshi Ka Talab, Uttar Pradesh",
Feature,Point,"[79.8051375, 28.375464097400002]",Uttar Pradesh,BFPA,Bhopatpur,NER,"Bhopatpur, Uttar Pradesh",
Feature,Point,"[75.7400012, 16.8310603]",Karnataka,BJP,BIJAPUR,SWR,"Bijapur, Karnataka",
Feature,Point,"[75.304187, 27.065209000000003]",Rajasthan,BILA,Bheslana,NWR,"Jobner to Nawa Rd, Rajasthan",
Feature,Point,"[80.519729, 16.237226]",Andhra Pradesh,VJA,VEJANDLA,SCR,"Guntur, Andhra Pradesh",
Feature,Point,"[80.570521, 16.246589]",Andhra Pradesh,SJL,SANGAM JAGARLAMUDI,SCR,"High School Rd, Andhra Pradesh",
Feature,Point,"[73.71657979999999, 22.2701906]",Gujarat,BDE,Bodeli,WR,"Vadodara, Gujarat",
Feature,Point,"[81.431558, 21.204607999999997]",,GCAB,GCAB,,,
Feature,Point,"[81.4217238, 21.202598300000002]",,BIA,BHILAI,,,
Feature,Point,"[81.375901, 21.208119]",,BPHB,BHILAI POWER HOUSE,,,
Feature,Point,"[81.33434510000001, 21.2013382]",,BQR,BHILAI NAGAR,,,
Feature,Point,"[77.2733021582, 29.0725646906]",Uttar Pradesh,BADK,BARKA,NR,"State Highway 57, Uttar Pradesh",
Feature,Point,"[86.08383554000001, 20.365448699999998]",Orissa,BDKT,Badakhandita,ECoR,"State Highway 12, Orissa",
Feature,Point,"[84.981353, 24.97843]",Bihar,BELA,Bela,ECR,"Gaya, Bihar",
Feature,Point,"[79.957106, 14.404478]",,VDE,VEDAYAPALEM,,,
Feature,Point,"[79.913105, 13.115764]",,TRL,TIRUVALLUR,,,
Feature,Point,"[77.5137793, 17.9116836]",Karnataka,BIDR,Bidar,SCR,"Bidar, Karnataka",
Feature,Point,"[80.305807, 13.180491]",,WCN,WIMCO NAGAR,,,
Feature,Point,"[80.31674199999999, 13.204343999999999]",,KAVM,KATHIVAKKAM,,,
Feature,Point,"[79.92732000000001, 14.327256]",,VKT,VENKATACHALAM,,,
Feature,Point,"[75.894193, 31.197575]",Punjab,BHM,Bahram,NR,"Behram, Punjab",
Feature,Point,"[76.2293551874, 13.143803441600001]",Karnataka,BGPA,Bageshapura,SWR,"Bageshapura, Karnataka",
Feature,Point,"[72.02941299999999, 23.516602]",Gujarat,BHRJ,Becharji,WR,"State Highway 7, Gujarat",
Feature,Point,"[80.045682, 15.407571]",,SDM,SURAREDDIPALEM,,,
Feature,Point,"[81.106602, 16.713189]",,PRH,POWERPET,,,
Feature,Point,"[81.42356000000001, 16.824498]",,VGT,UNGUTURU,,,
Feature,Point,"[81.67527695, 16.930258209999998]",,BMGM,BRAHMANAGUDEM,,,
Feature,Point,"[81.832674, 16.914337999999997]",,KYM,KADIYAN,,,
Feature,Point,"[82.00037565999999, 16.96580143]",,BBPM,BALABHADRAPURAM,,,
Feature,Point,"[82.891038, 17.606751]",,NASP,NARASINGAPALLI,,,
Feature,Point,"[83.214877, 17.748818]",,GPT,GOPALAPATNAM,,,
Feature,Point,"[87.36345, 22.118541]",,VKD,BAKHRABAD,,,
Feature,Point,"[87.380456, 22.174233]",,NYA,NARAYANGARH,,,
Feature,Point,"[87.37624084000001, 22.271352309999997]",,BPE,BENAPUR,,,
Feature,Point,"[87.32016899999999, 22.319921]",,HIJ,HIJILLI,,,
Feature,Point,"[80.261499, 17.031591000000002]",Andhra Pradesh,BKL,BONA KALU,SCR,"Bonakalu, Andhra Pradesh",
Feature,Point,"[76.968812, 24.635909]",Rajasthan,BLO,BHULON,WCR,"Kota, Rajasthan",
Feature,Point,"[77.70639, 29.514761999999997]",Uttar Pradesh,BMHR,BAMANHERI,NR,"Muzaffarnagar, Uttar Pradesh",
Feature,Point,"[71.397067, 25.744521900000002]",Rajasthan,BME,BARMER,NWR,"Barmer, Rajasthan",
Feature,Point,"[77.2735908, 19.5520321]",Maharashtra,BLC,BOLDA,SCR,"Parbhani, Maharashtra",
Feature,Point,"[73.98581800000001, 30.143292]",Rajasthan,BKWA,BAKAYANWALA,NR,"Diwan Khera, Rajasthan",
Feature,Point,"[72.008187, 24.194251]",Gujarat,BLDI,BHILDI,WR,"Bhildi, Gujarat",
Feature,Point,"[78.6315064, 28.401499599999998]",Uttar Pradesh,BJ,BAHJOI,NR,"Bahjoi, Uttar Pradesh",
Feature,Point,"[72.60171600000001, 23.025715]",,ADIJ,AHMEDABAD JN,,,
Feature,Point,"[70.88691945187747, 23.533660939738297]",Gujarat,BMSR,Bhimasar,WR,"Kutch, Gujarat",
Feature,Point,"[70.830427, 22.382129]",Gujarat,BLWR,BILESHWAR,WR,"Rajkot, Gujarat",
Feature,Point,"[76.557193, 29.378719]",Haryana,BKDE,BUDHAKHERA,NR,"SH 14, Haryana",
Feature,Point,"[81.46489100000001, 21.220990999999998]",,HCAB,BMY H CABIN,,,
Feature,Point,"[80.27837727340001, 13.120489801700002]",,KOK,KORUKKUPET JN,,,
Feature,Point,"[70.23614485659999, 21.8478371804]",Gujarat,BHY,BHAYAVADAR,WR,"Sahid Kharachia, Gujarat",
Feature,Point,"[72.9335291, 20.6085595]",Gujarat,BL,VALSAD,WR,"Valsad, Gujarat",
Feature,Point,"[80.28092114379999, 13.1262400028]",,TNP,TONDIARPETTAI,,,
Feature,Point,"[81.050022, 25.055505]",Uttar Pradesh,BNSP,BANSAPAHAR,WCR,"Uttar Pradesh, Uttar Pradesh",
Feature,Point,"[88.093209, 22.472428]",,ULB,ULUBARIA,,,
Feature,Point,"[82.16066989870001, 27.4158206073]",Uttar Pradesh,BLP,Balrampur,NER,"Balrampur, Uttar Pradesh",
Feature,Point,"[80.28745678409999, 13.140301627300001]",,VOC,V.O.C. NAGAR,,,
Feature,Point,"[79.597909, 13.068171999999999]",,CTRE,CHITTERI,,,
Feature,Point,"[79.42612799999999, 13.003678]",,TUG,THALANGAI,,,
Feature,Point,"[73.2045643, 29.1968977]",Rajasthan,APH,ANUPGARH,NWR,"Sri Ganganagar, Rajasthan",
Feature,Point,"[79.360511, 12.970676]",,WJR,WALAJAH ROAD JN,,,
Feature,Point,"[76.65152893999999, 32.052625660000004]",Himachal Pradesh,BJMR,BAIJNATH MANDIR,NR,"Baijnath, Himachal Pradesh",
Feature,Point,"[79.289067, 12.977678]",,MCN,MUKUNDARAYAPURM,,,
Feature,Point,"[80.296454, 13.160025]",,TVT,TIRUVOTTIYUR,,,
Feature,,,Haryana,BOTR,Bhavdhari,NWR,"Bhiwani, Haryana",
Feature,,,Rajasthan,BOX,Bhojasar,NWR,"State Highway 8, Rajasthan",
Feature,Point,"[79.586316, 23.082226]",Madhya Pradesh,BMR,BIKRAMPUR,WCR,"Balaghat, Madhya Pradesh",
Feature,,,Bihar,BPAH,Benipur Halt,ECR,"Darbhanga, Bihar",
Feature,Point,"[78.5379969, 22.7748819]",Madhya Pradesh,BKH,BANKHEDI,WCR,"Bankheri, Madhya Pradesh",
Feature,Point,"[88.249021, 22.514668]",West Bengal,AKRA,Akra,ER,"Kolkata, West Bengal",
Feature,Point,"[77.4807316095, 22.4703575471]",Madhya Pradesh,BPF,BANAPURA,WCR,"Seoni Malwa, Madhya Pradesh",
Feature,Point,"[76.023514, 13.502322000000001]",Karnataka,BLKR,BALLEKERE HALT,SWR,"National Highway 206, Karnataka",
Feature,Point,"[77.466792, 8.149479]",Tamil Nadu,SUCH,SUCHINDRAM,SR,"Suchindram, Tamil Nadu",
Feature,Point,"[76.25286799999999, 28.312786]",Haryana,BJWS,Bojawas,NWR,"State Highway 24, Haryana",
Feature,Point,"[76.5887032642, 12.385698676899999]",Karnataka,BLGA,Belagula,SWR,"Belagula, Karnataka",
Feature,Point,"[74.0209756, 15.151725800000001]",Goa,BLLI,BALLI,KR,"Bali, Goa",
Feature,Point,"[85.41239200000001, 22.1665327]",Jharkhand,BJMD,Bara Jamda,SER,"Kiriburu, Jharkhand",
Feature,Point,"[79.867537, 20.603943]",Maharashtra,BMP,Bramhapuri,SECR,"Brahmapuri, Maharashtra",
Feature,Point,"[81.2720808, 28.1830705]",Uttar Pradesh,BIC,Bichia,NER,"Bichia, Uttar Pradesh",
Feature,Point,"[70.6004021, 21.443078399999997]",Gujarat,BILK,Bilkha,WR,"Bilkha, Gujarat",
Feature,Point,"[86.18081819999999, 22.2640234]",Orissa,BMPR,Badampahar,SER,"National Highway 6, Orissa",
Feature,Point,"[88.1912832245, 25.622139865799998]",West Bengal,BMGR,Bamangram,NFR,"Hemtabad, West Bengal",
Feature,Point,"[88.76185515, 23.45186861]",West Bengal,BPN,Banpur,ER,"Banpur-Majhdia Rd, West Bengal",
Feature,Point,"[76.244079, 28.832463999999998]",Haryana,BMLL,Bamla,NWR,"State Highway 16A, Haryana",
Feature,Point,"[79.364152, 20.922361]",Maharashtra,BMW,Bamhni,SECR,"Nagpur, Maharashtra",
Feature,Point,"[80.184062, 13.113345]",,KOTR,KORATTUR,,,
Feature,Point,"[80.23865900000001, 13.107240000000001]",,PCW,PERAMBUR CARRIAGE WORKS,,,
Feature,Point,"[80.209621, 13.110062]",,VLK,VILLIVAKKAM,,,
Feature,Point,"[76.554391, 14.243859]",Karnataka,BNHL,Bellenahalli,SWR,"Chitradurga, Karnataka",
Feature,Point,"[80.166656, 13.114872]",,PVM,PATTARAVKKAM,,,
Feature,Point,"[80.1525249074, 13.114305980800001]",,ABU,AMBATTUR,,,
Feature,Point,"[80.126743, 13.116018]",,ANNR,ANNANUR,,,
Feature,Point,"[75.402042, 14.051954]",,KMSI,Kumsi,,,
Feature,Point,"[80.10051800000001, 13.118247]",,AVD,AVADI,,,
Feature,Point,"[80.074903, 13.118538]",,HC,HINDU COLLEGE,,,
Feature,Point,"[80.06542400000001, 13.11926]",,PAB,PATTABIRAM,,,
Feature,Point,"[80.045378, 13.121643]",,NEC,NEMILICHERRY HALT,,,
Feature,Point,"[79.96668799999999, 13.124996999999999]",,SVR,SEVVAPET ROAD,,,
Feature,Point,"[79.93709999999999, 13.122922]",,PTLR,PUTLUR HALT,,,
Feature,Point,"[79.88406, 13.106198]",,EGT,EGATTUR HALT,,,
Feature,Point,"[86.4469993, 23.642174999999998]",Jharkhand,BJE,Bhojudih Junction,SER,"Jairampur More to Baliapur, Jharkhand",
Feature,Point,"[79.801508, 13.096025]",,MAF,MANUR,,,
Feature,Point,"[79.7188409808, 13.0857348949]",,MSU,MOSUR,,,
Feature,Point,"[79.659245, 13.080671]",,MLPM,MELPAKKAM,,,
Feature,Point,"[79.399298, 12.99726]",,MRLM,MARUDALAM,,,
Feature,Point,"[79.1463827, 29.1578998]",Uttarakhand,BPZ,BAZPUR,NER,"Bazpur, Uttarakhand",
Feature,Point,"[79.4109744, 28.3372843]",Uttar Pradesh,BRY,BAREILLY,NER,"Bareilly, Uttar Pradesh",
Feature,Point,"[87.91224299999999, 24.747459000000003]",West Bengal,BQZ,BALLALPUR,ER,"Farakka, West Bengal",
Feature,Point,"[75.5492466, 30.370396799999998]",Punjab,BNN,BARNALA,NR,"Barnala, Punjab",
Feature,Point,"[76.92378099999999, 29.344605]",Haryana,BNJL,BINJHOL HALT,NR,"Panipat, Haryana",
Feature,Point,"[79.140955, 21.168195]",,KAV,KALAMNA,,,
Feature,Point,"[71.92503, 22.245963]",Gujarat,BNH,BHIMNATH,WR,"Bhimnath, Gujarat",
Feature,Point,"[69.79885780000001, 21.9330444]",Gujarat,BNVD,BHANVAD,WR,"Bhanvad, Gujarat",
Feature,Point,"[92.344106, 24.684059]",Assam,BRGM,Baraigram Junction,NFR,"National Highway 44, Assam",
Feature,Point,"[82.98289000000001, 23.179178]",Chhattisgarh,BSPR,BISHRAMPUR,SECR,"District Sarguja, Chhattisgarh",
Feature,Point,"[82.5298836, 23.317286]",Chhattisgarh,BRH,BAIKUNTHPUR RD,SECR,"NH 78, Chhattisgarh",
Feature,Point,"[79.292976, 21.236542]",,SAL,SALWA,,,
Feature,Point,"[74.56730199046433, 13.987012001486875]",Karnataka,BTKL,Bhatkal,KR,"Bhatkal, Karnataka",
Feature,Point,"[79.41467, 21.256602]",,TAR,THARSA,,,
Feature,Point,"[79.75141900000001, 21.342437]",,TMR,TUMSAR ROAD,,,
Feature,Point,"[80.058885, 21.443153]",,GJ,GANGAJHARI,,,
Feature,Point,"[73.859791, 29.343806]",Rajasthan,BNSR,BHAGWANSAR,NWR,"Bhagwan Sar, Rajasthan",
Feature,Point,"[80.693768, 21.183732000000003]",,PJB,PANIAJOB,,,
Feature,Point,"[79.245745, 12.974779]",,THL,TIRUVALAM,,,
Feature,Point,"[75.70970576, 30.85173825]",Punjab,BQH,Bhanohad Punjab,NR,"Bhanohad, Punjab",
Feature,Point,"[79.189821, 12.971785]",,SVUR,SEVUR,,,
Feature,Point,"[79.13534100000001, 12.972734]",,KPD,KATPADI JN,,,
Feature,Point,"[79.943488, 25.340728000000002]",Uttar Pradesh,BPRA,BARIPURA,NCR,"National Highway 86, Uttar Pradesh",
Feature,Point,"[78.757365, 12.822656]",,PCKM,PACHACHAKUPAM,,,
Feature,,,Gujarat,BRPM,Baripur Mandala,WR,"Mandala, Gujarat",
Feature,,,Gujarat,BRTL,Bharthali,WR,"National Highway 8, Gujarat",
Feature,Point,"[80.759857, 21.185492]",,DGG,DONGARGARH,,,
Feature,Point,"[86.73709000000001, 21.9227408]",Orissa,BPO,Baripada,SER,"Baripada, Orissa",
Feature,Point,"[72.909158, 22.401548000000002]",Gujarat,BO,Borsad,WR,"Borsad, Gujarat",
Feature,Point,"[80.821965, 21.1798]",,JTR,JATKANHAR,,,
Feature,Point,"[73.8954879211, 28.067563416]",Rajasthan,BS,Banisar,NWR,"Benisar, Rajasthan",
Feature,Point,"[76.3072684, 25.1611771]",Rajasthan,ATH,ANTAH,WCR,"Antah, Rajasthan",
Feature,Point,"[76.1976736633, 25.171061136400002]",Rajasthan,BON,BHONRA,WCR,"Kota, Rajasthan",
Feature,Point,"[81.71272400000001, 21.171626]",Chhattisgarh,BOV,Bhatgaon,SECR,"Bhatgaon, Chhattisgarh",
Feature,Point,"[80.879372, 21.152966]",,MUA,MUSRA,,,
Feature,Point,"[77.6184701, 13.001479999999999]",Karnataka,BNCE,BANGALORE EAST,SWR,"Bengaluru, Karnataka",
Feature,,,,KNDV,KNDV,,,
Feature,Point,"[88.431647, 22.366657999999997]",West Bengal,BRP,Baruipur Junction,ER,"Baruipur, West Bengal",
Feature,Point,"[78.683783, 26.562635]",Madhya Pradesh,AAH,ITEHAR,NCR,"State Highway 19, Madhya Pradesh",
Feature,Point,"[78.38188099999999, 26.456937]",Madhya Pradesh,RYT,RAYAT PURA,NCR,"National Highway 92, Madhya Pradesh",
Feature,Point,"[78.181356, 26.30595]",Madhya Pradesh,BBY,BHADROLI,NCR,"Gwalior, Madhya Pradesh",
Feature,Point,"[80.940946, 21.123637]",,BAKL,BAKAL,,,
Feature,Point,"[88.48266943, 23.236313600000003]",West Bengal,BTKB,Bathna Krittibas Halt,ER,"Bathna Krittibas, West Bengal",
Feature,Point,"[81.97815200000001, 27.154613]",,GD,GONDA JN,,,
Feature,Point,"[84.8877858557, 23.385124400800002]",Jharkhand,AKZ,Akashi,SER,"Ranchi, Jharkhand",
Feature,Point,"[77.364108, 26.910367]",Rajasthan,BR,BANDH BARETA,NCR,"Dumariya, Rajasthan",
Feature,Point,"[79.264748, 28.512293999999997]",,DAN,DHANETA,,,
Feature,Point,"[83.672178, 26.001213]",Uttar Pradesh,CKYD,CHAKRA ROAD,NER,"Chakara Road Halt, Uttar Pradesh",
Feature,Point,"[81.14815399999999, 21.183141]",,MUP,MURHIPAR,,,
Feature,Point,"[73.3810615, 17.0490546]",Maharashtra,BOKE,BHOKE,KR,"Maharashtra, Maharashtra",
Feature,Point,"[81.2164, 21.204118]",,RSM,RASMARA,,,
Feature,Point,"[75.3769414349, 20.7292951895]",,PHQ,PARDHANDE,,,
Feature,Point,"[75.34831, 20.668385]",,PC,PACHORA JN,,,
Feature,Point,"[87.045099, 24.388941000000003]",Jharkhand,BSKH,Basukinath,ER,"Basukinath, Jharkhand",
Feature,Point,"[72.3312086395, 23.4987569498]",Gujarat,BSKN,Bhesana Manknaj,WR,"State Highway 41, Gujarat",
Feature,Point,"[75.27700034419999, 20.6095998065]",,GAA,GALAN,,,
Feature,Point,"[75.1981061108, 20.6030016547]",,NGD,NAGARDEVLA,,,
Feature,Point,"[73.751085, 19.817370999999998]",,AV,ASVALI,,,
Feature,Point,"[73.66573299999999, 19.783928]",,PI,PADLI,,,
Feature,Point,"[73.63594400000001, 19.722911]",,GO,GHOTI,,,
Feature,Point,"[73.56237899999999, 19.694053]",,IGP,IGATPURI,,,
Feature,Point,"[73.158611, 19.244702]",,SHAD,SHAHAD,,,
Feature,Point,"[76.85877285, 28.73653776]",Haryana,ASE,ASAUDAH,NR,"Delhi-Rohtak Corridor, Haryana",
Feature,Point,"[76.629155, 28.857765]",Haryana,ABO,ASTHAL BOHAR,NR,"Rohtak, Haryana",
Feature,Point,"[76.4289531995, 29.0805810005]",Haryana,KZH,KILA ZAFARGARH,NR,"NH 71, Haryana",
Feature,Point,"[77.4743493237, 29.845590837699998]",Uttar Pradesh,BNQL,BHANKALA HALT,NR,"State Highway 57, Uttar Pradesh",
Feature,Point,"[87.07468750000001, 23.224387099999998]",West Bengal,BQA,BANKURA,SER,"Bankura, West Bengal",
Feature,Point,"[77.424988, 26.552056]",Uttar Pradesh,BRLI,Barauli,NCR,"National Highway 11B, Uttar Pradesh",
Feature,Point,"[82.694138, 22.115136]",Chhattisgarh,BPRH,Balpur Halt,SECR,"Umreli, Chhattisgarh",
Feature,Point,"[87.193664, 25.885092]",Bihar,BNKI,Banmankhi Junction,ECR,"Purnia, Bihar",
Feature,Point,"[80.2889459058, 13.2611631708]",,AIP,ATTIPPATTU,,,
Feature,Point,"[80.26019199999999, 13.281979]",,MJR,MINJUR,,,
Feature,Point,"[88.301496, 22.517861]",West Bengal,BRJ,Brace Bridge,ER,"Kolkata, West Bengal",
Feature,Point,"[92.38341799999999, 24.607593]",Assam,BZGT,Bazurghat,NFR,"Bazurghat, Assam",
Feature,Point,"[92.59591800000001, 24.754753]",Assam,ALGP,Algapur,?,"Hailakandi, Assam",
Feature,Point,"[76.06701699999999, 23.264582]",,TAN,TARANA ROAD,,,
Feature,Point,"[78.12218, 30.175451000000002]",Uttarakhand,DWO,DOIWALA,NR,"Dehradun, Uttarakhand",
Feature,Point,"[77.14079000000001, 28.613526]",Delhi NCT,BRSQ,BRAR SQUARE,NR,"Delhi Cantonment, Delhi NCT",
Feature,Point,"[77.736988, 29.273712]",Uttar Pradesh,KAT,KHATAULI,NR,"Khatauli, Uttar Pradesh",
Feature,Point,"[75.0612084, 28.2401014]",Rajasthan,BUB,Bissau,NWR,"Bissau, Rajasthan",
Feature,Point,"[77.698335, 29.05601]",Uttar Pradesh,PQY,PABLI KHAS,NR,"Meerut, Uttar Pradesh",
Feature,Point,"[77.455792, 28.703751999999998]",Uttar Pradesh,GUH,GULDHAR,NR,"Ghaziabad, Uttar Pradesh",
Feature,Point,"[72.766138, 20.122424]",Gujarat,BRRD,BORDI ROAD,WR,"Bordi, Gujarat",
Feature,Point,"[84.24239742, 27.151418149999998]",Bihar,BRU,BHAIROGANJ,ECR,"Bhairoganj, Bihar",
Feature,Point,"[84.5229561, 26.8058847]",Bihar,BTH,BETTIAH,ECR,"Bettiah, Bihar",
Feature,Point,"[76.202946, 20.891974]",,MKU,MALKAPUR,,,
